Date,Hour,Custom dimension 2,Custom dimension 10,Custom dimension 5,Custom dimension 3,Total events
2018-10-23,9,5849592693001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,9,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,9,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,9,5851414217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Celtics 2018-10-20,1
2018-10-23,9,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852082475001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852082475001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852091767001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852091767001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,3
2018-10-23,9,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,9,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852109092001,Highlight Clip,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852109142001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,5
2018-10-23,9,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,9,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,10,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,8
2018-10-23,10,5849592693001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,4
2018-10-23,10,5849593126001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5849593126001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,10,5851149766001,Player Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,10,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,10,5852082475001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852082475001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852082475001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,10,5852082475001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852091767001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,10,5852091767001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,10,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,5
2018-10-23,10,5852107409001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852108715001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852109092001,Highlight Clip,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,4
2018-10-23,10,5852109092001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,11
2018-10-23,10,5852109142001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,4
2018-10-23,10,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,10,5852111734001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852113028001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,10,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,11,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,11,5849592693001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,11,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,11,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,11,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,11,5849593126001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,11,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,2
2018-10-23,11,5851421276001,Feature,Rebecca Haarlow,Knicks vs Celtics 2018-10-20,1
2018-10-23,11,5851431017001,Player Interview,Rebecca Haarlow,Knicks vs Celtics 2018-10-20,1
2018-10-23,11,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,11,5852091767001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,11,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,5
2018-10-23,11,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,11,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,11,5852109092001,Highlight Clip,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,11,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,4
2018-10-23,11,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,11,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,11,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,12,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,12,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,12,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,12,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,12,5852082475001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,12,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,12,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,3
2018-10-23,12,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,12,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,13,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,13,5849592693001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,13,5849592693001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,13,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,3
2018-10-23,13,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,13,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,13,5852091767001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,13,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,13,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,13,5852107409001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,13,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,13,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,5
2018-10-23,13,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,13,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,5
2018-10-23,13,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,13,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,14,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,14,5849592693001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,14,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,14,5852091767001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,14,5852107409001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,14,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,14,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,14,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,14,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,15,5851148004001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-23,15,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,15,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,16,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,16,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,16,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,16,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,16,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,17,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,17,5851152347001,Segment,Bill Pidto,Knicks at Nets 2018-10-19,1
2018-10-23,17,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,18,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,18,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,18,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,18,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,4
2018-10-23,18,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,18,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,18,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,18,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-23,18,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,18,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,18,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,19,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,19,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,19,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,19,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,19,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-23,19,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,19,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,20,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,20,5852091767001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,20,5852107409001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,20,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-23,20,5852109142001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,20,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,22,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,22,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,22,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,22,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-23,22,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,22,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,1
2018-10-23,22,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-23,23,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,0,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,0,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,0,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,0,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,0,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,1,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,1,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-24,1,5852082475001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,1,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,1,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,1,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,1,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,1,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5849592693001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5849592693001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,2,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,2,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,2,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,2,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,4,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,4,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,4,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,5,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,7,5849592693001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,7,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,7,5852091767001,Highlight Package,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,7,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,7,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,7,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,7,5852109477001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,8,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,8,5850173794001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-24,8,5851155047001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-19,1
2018-10-24,8,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,8,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852082475001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852082475001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852091767001,Highlight Package,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,9,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852109092001,Highlight Clip,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,9,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-24,10,5851430827001,Segment,Bill Pidto,Knicks vs Celtics 2018-10-20,1
2018-10-24,10,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,10,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,10,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,10,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,10,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,2
2018-10-24,11,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,11,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,12,5845130839001,Player Interview,Rebecca Haarlow,Knicks vs Pelicans 2018-10-05,1
2018-10-24,12,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,12,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,1
2018-10-24,15,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,15,5852107409001,Highlights Analysis,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,15,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,15,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,15,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,15,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5849592693001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852082475001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852091767001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852107409001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852108715001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852109092001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852109142001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852109477001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852111734001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852113028001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,16,5852114141001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,18,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,18,5851152347001,Segment,Bill Pidto,Knicks at Nets 2018-10-19,1
2018-10-24,18,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-24,18,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,19,5848220482001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,1
2018-10-24,19,5848245394001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks at Nets 2018-10-03,1
2018-10-24,19,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,1
2018-10-24,19,5852082475001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,1
2018-10-24,19,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
