Date,Custom dimension 6,Custom dimension 13,Custom dimension 3,Custom dimension 10,Custom dimension 9,Custom dimension 1,Custom dimension 5,Total events
2018-10-17,New York Knicks,2018101612,Knicks vs Wizards 2018-10-08,Highlight Package,MSGN.com Exclusive,Allonzo Trier Highlight Reel Against Wizards,Bill Pidto,3
2018-10-17,New York Knicks,2018101719,Knicks vs Hawks 2018-10-17,Feature,Pre Game,Get to Know Coach David Fizdale,"Bill Pidto,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101719,Knicks vs Hawks 2018-10-17,Highlights Analysis,Pre Game,Fizdale Goes Over Decision to Start Ntilikina,"Bill Pidto,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101719,Knicks vs Hawks 2018-10-17,Highlights Analysis,Pre Game,Wally Wall: Why You Should Be Excited About Kevin Knox,"Bill Pidto,Wally Szczerbiak",38
2018-10-17,New York Knicks,2018101719,Knicks vs Hawks 2018-10-17,Highlights Analysis,Pre Game,nyk-trier-post-100318,"Bill Pidto,Wally Szczerbiak",6
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Game,Fizdale Goes Over Decision to Start Ntilikina,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Game,QuickTakes: The First Time in The Garden,"Mike Breen,Wally Szczerbiak",6
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Game,Who's Your Starting Five?,"Mike Breen,Wally Szczerbiak",7
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Game,nyk-trier-post-100318,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Pre Game,QuickTakes: The First Time in The Garden,"Al Trautwig,Jill Martin",9
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Feature,Pre Game,nyk-trier-post-100318,"Al Trautwig,Jill Martin",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Allonzo Trier Highlight Reel Against Wizards,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Fizdale Assesses Team After Preseason Finale,"Mike Breen,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Fizdale Goes Over Decision to Start Ntilikina,"Mike Breen,Wally Szczerbiak",17
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Fizdale Talks Roster Ahead of Preseason Finale,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Gionta Relishing Opportunity With Islanders,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Hardaway OK After Injuring Wrist,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Burke Beats the Buzzer From Halfcourt,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Hezonja Finishes in Transition,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Kanter Finishes the Fast Break,"Mike Breen,Wally Szczerbiak",84
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Robinson Throws It Down With Authority,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,How Ntilikina Got Stronger In Offseason,"Mike Breen,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Knicks Opening Night Festivities,"Mike Breen,Wally Szczerbiak",4
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Knox Looking to be Aggressive,"Mike Breen,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Kornet Goes Over Hot-Shooting 4th Quarter,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,NYK_CLOSE_UP_sample,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Ntilikina Happy to be Named Starter,"Mike Breen,Wally Szczerbiak",4
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench","Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Perry Gives an Update on Porzingis,"Mike Breen,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Robinson Dominating at Both Ends of the Floor,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Trier Evaluates His Preseason,"Mike Breen,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Trier: I'm Only Going To Continue To Get Better,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Wally Wall: Ntilikina Attacking the Basket,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Wally Wall: Robinson Displays Athleticism,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,icymi-knicks-101518,"Mike Breen,Wally Szczerbiak",6
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,nyk-baker-foul-100818,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,nyk-hicks-gum-100818,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,nyk-trier-post-100318,"Mike Breen,Wally Szczerbiak",57
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,trier-lights,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlight Clip,Pre Game,Knicks Opening Night Festivities,"Al Trautwig,Jill Martin",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,Fizdale Goes Over Decision to Start Ntilikina,"Mike Breen,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,The Knicks Fix: Opening Night,"Mike Breen,Wally Szczerbiak",7
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,Wally Wall: Why You Should Be Excited About Kevin Knox,"Mike Breen,Wally Szczerbiak",10
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,nyk-trier-post-100318,"Mike Breen,Wally Szczerbiak",4
2018-10-17,New York Knicks,2018101720,Knicks vs Hawks 2018-10-17,Highlights Analysis,Pre Game,Wally Wall: Why You Should Be Excited About Kevin Knox,"Al Trautwig,Jill Martin",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Feature,Game,QuickTakes: The First Time in The Garden,"Mike Breen,Walt ""Clyde"" Frazier",9
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Feature,Game,Who's Your Starting Five?,"Mike Breen,Walt ""Clyde"" Frazier",7
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Feature,Game,nyk-trier-post-100318,"Mike Breen,Walt ""Clyde"" Frazier",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Feature,Halftime,QuickTakes: The First Time in The Garden,"Al Trautwig,Alan Hahn",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Feature,Halftime,Who's Your Starting Five?,"Al Trautwig,Alan Hahn",6
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Fizdale Goes Over Decision to Start Ntilikina,"Mike Breen,Walt ""Clyde"" Frazier",3
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Frank's Killer Crossover,"Mike Breen,Walt ""Clyde"" Frazier",14
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Kanter Finishes the Fast Break,"Mike Breen,Walt ""Clyde"" Frazier",9
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Highlight: Trier's Nasty Stuff,"Mike Breen,Walt ""Clyde"" Frazier",54
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Knicks Opening Night Festivities,"Mike Breen,Walt ""Clyde"" Frazier",11
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Knox Looking to be Aggressive,"Mike Breen,Walt ""Clyde"" Frazier",3
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,Ntilikina Happy to be Named Starter,"Mike Breen,Walt ""Clyde"" Frazier",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Game,nyk-trier-post-100318,"Mike Breen,Walt ""Clyde"" Frazier",48
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Halftime,Highlight: Frank's Killer Crossover,"Al Trautwig,Alan Hahn",4
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Halftime,Highlight: Kanter Finishes the Fast Break,"Al Trautwig,Alan Hahn",6
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Halftime,Highlight: Trier's Nasty Stuff,"Al Trautwig,Alan Hahn",10
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Halftime,Knicks Opening Night Festivities,"Al Trautwig,Alan Hahn",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlight Clip,Halftime,nyk-trier-post-100318,"Al Trautwig,Alan Hahn",13
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,Knicks Rolling Over Hawks at Halftime,"Mike Breen,Walt ""Clyde"" Frazier",11
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Game,nyk-trier-post-100318,"Mike Breen,Walt ""Clyde"" Frazier",7
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Halftime,Fizdale Goes Over Decision to Start Ntilikina,"Al Trautwig,Alan Hahn",10
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Halftime,Knicks Rolling Over Hawks at Halftime,"Al Trautwig,Alan Hahn",43
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Halftime,Ntilikina Happy to be Named Starter,"Al Trautwig,Alan Hahn",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Halftime,icymi-knicks-101518,"Al Trautwig,Alan Hahn",4
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Highlights Analysis,Halftime,nyk-trier-post-100318,"Al Trautwig,Alan Hahn",27
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Player Interview,Halftime,Hardaway Jr. & Trier React After Monster Win vs. Hawks,"Al Trautwig,Alan Hahn",3
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Player Interview,Halftime,Knox Looking to be Aggressive,"Al Trautwig,Alan Hahn",1
2018-10-17,New York Knicks,2018101721,Knicks vs Hawks 2018-10-17,Player Interview,Halftime,nyk-trier-post-100318,"Al Trautwig,Alan Hahn",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Feature,Post Game,Who's Your Starting Five?,Rebecca Haarlow,1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,"Al Trautwig,Alan Hahn,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,"Al Trautwig,Alan Hahn,Wally Szczerbiak",11
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,"Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,Rebecca Haarlow,3
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,"Al Trautwig,Alan Hahn,Wally Szczerbiak",13
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,"Al Trautwig,Alan Hahn,Wally Szczerbiak",16
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,Rebecca Haarlow,1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Ntilikina Happy to be Named Starter,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,"Al Trautwig,Alan Hahn,Wally Szczerbiak",19
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,"Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,Rebecca Haarlow,4
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,BUF_DAHLIN_HIGHLIGHTS_101318,"Al Trautwig,Alan Hahn,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Dahlin Turns In All-Around Game,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Devils Put In Complete Performance vs. Stars,"Al Trautwig,Alan Hahn,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Fizdale Goes Over Decision to Start Ntilikina,"Al Trautwig,Alan Hahn,Wally Szczerbiak",6
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Dea Nets 1st as a Devil,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Kanter Finishes the Fast Break,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Kinkaid Makes Two Huge Saves Late To Preserve Win,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Lundqvist's Amazing Stretching Save,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Palmieri Buries Nice Pass From Hall,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,How the Rangers Won in the Shootout,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Isles' Comeback Bid Falls Short,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,"Al Trautwig,Alan Hahn,Wally Szczerbiak",9
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knox Looking to be Aggressive,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,MSG 150: A KHL Own Goal!,"Al Trautwig,Alan Hahn,Wally Szczerbiak",3
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,"McQuaid, Vesey Look Ahead To Tilt Against Colorado","Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Miles Wood Loses a Tooth,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
2018-10-17,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Ntilikina Happy to be Named Starter,"Al Trautwig,Alan Hahn,Wally Szczerbiak",1
